<<<<<<< HEAD
date,day_of_experiment,observer,core_id,rc_id_2,plant_id,treatment,co2_flux_raw,co2_flux_avg,functional_type,percent_cover,total_increment_root_biomass,total_root_biomass,shrub_ratio,graminoid_ratio,shrub_biomass_percent,graminoid_biomass_percent,shrub_biomass,graminoid_biomass,thin_white_branched,thin_white_unbranched,thick_white_branched,thick_white_unbranched,thin_beige_branched,thin_beige_unbranched,thick_beige_branched,thick_beige_unbranched,thin_brown_branched,thin_brown_unbranched,thick_brown_branched,thick_brown_unbranched,thin_black_branched,thin_black_unbranched,thick_black_branched,thick_black_unbranched
07/30/2025,111,Juliana,NA,NA,1,extended,,,shrub,0.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,1,extended,,,forb,0.38,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,1,extended,,,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2025,118,Juliana,rc.5,NA,1,extended,,,graminoid,0.42,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2025,118,Juliana,rc.5,NA,1,extended,,,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2025,118,Juliana,rc.5,NA,1,extended,,,forb,0.4,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2025,118,Juliana,rc.5,NA,1,extended,,,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
08/13/2025,125,Juliana,NA,NA,1,extended,,,graminoid,0.42,,,,,,,,,,,,,,,,,,,,,,,,
08/13/2025,125,Juliana,NA,NA,1,extended,,,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
08/13/2025,125,Juliana,NA,NA,1,extended,,,forb,0.4,,,,,,,,,,,,,,,,,,,,,,,,
08/13/2025,125,Juliana,NA,NA,1,extended,,,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
08/20/2025,132,Juliana,rc.6,NA,1,extended,1.179514,155.695848,graminoid,0.42,0.0029,0.0137,,0,,0,,0.0029,,,,,,0.0008,,,0.0021,,,,,,,
08/20/2025,132,Juliana,rc.6,NA,1,extended,1.179514,155.695848,shrub,0.05,0.0108,0.0137,0.06342592593,,0.7883211679,,0.0108,,0.007,<0.0001,,,,0.0021,,,0.0017,,,,,,,
08/20/2025,132,Juliana,rc.6,NA,1,extended,,0,forb,0.4,,,,,,,,,,,,,,,,,,,,,,,,
08/20/2025,132,Juliana,rc.6,NA,1,extended,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,2,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,2,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,2,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.1,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,2,heatwave,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,2,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,2,heatwave,,0,forb,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,2,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,2,heatwave,,0,graminoid,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,2,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,2,heatwave,,0,forb,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,2,heatwave,,0,graminoid,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,2,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,2,heatwave,,0,forb,0.11,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,2,heatwave,,0,bryophyte,0.1,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,2,heatwave,,0,graminoid,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,2,heatwave,,0,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,2,heatwave,,0,forb,0.2,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,2,heatwave,,0,graminoid,0.08,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,2,heatwave,,0,shrub,0.07,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,2,heatwave,,0,forb,0.23,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,2,heatwave,,0,graminoid,0.11,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,2,heatwave,,0,shrub,0.09,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,2,heatwave,,0,forb,0.25,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,2,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,2,heatwave,,0,graminoid,0.15,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,2,heatwave,,0,shrub,0.12,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,2,heatwave,,0,forb,0.28,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,2,heatwave,,0,graminoid,0.32,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,2,heatwave,,0,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,2,heatwave,,0,forb,0.4,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,2,heatwave,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,2,heatwave,,0,graminoid,0.4,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,2,heatwave,,0,shrub,0.12,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,2,heatwave,,0,forb,0.43,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,2,heatwave,,0,graminoid,0.45,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,2,heatwave,,0,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,2,heatwave,,0,forb,0.45,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,2,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,2,heatwave,,0,graminoid,0.47,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,2,heatwave,,0,shrub,0.14,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,2,heatwave,,0,forb,0.45,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,2,heatwave,0.85557,88.97928,graminoid,0.45,0.0023,0.0023,,0,,0,,0,,,,,<0.0001,,,,0.0023,<0.0001,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,2,heatwave,0.85557,88.97928,shrub,0.16,0,0.0023,0.16,,1,,0.0023,,,<0.0001,,,,,,,<0.0001,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,2,heatwave,,0,forb,0.47,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,2,heatwave,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,2,heatwave,,0,graminoid,0.42,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,2,heatwave,,0,shrub,0.16,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,2,heatwave,,0,forb,0.47,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,2,heatwave,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,3,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,3,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,3,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,3,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,3,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,3,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,3,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,3,heatwave,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,3,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,3,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,3,heatwave,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,3,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,3,heatwave,,0,bryophyte,0.07,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,3,heatwave,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,3,heatwave,,0,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,3,heatwave,,0,forb,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,3,heatwave,,0,graminoid,0.02,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,3,heatwave,,0,shrub,0.07,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,3,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,3,heatwave,,0,graminoid,0.03,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,3,heatwave,,0,shrub,0.1,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,3,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,3,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,3,heatwave,,0,graminoid,0.05,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,3,heatwave,,0,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,3,heatwave,,0,forb,0.06,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,3,heatwave,,0,graminoid,0.1,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,3,heatwave,,0,shrub,0.18,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,3,heatwave,,0,forb,0.1,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,3,heatwave,,0,bryophyte,0.06,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,3,heatwave,,0,graminoid,0.2,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,3,heatwave,,0,shrub,0.18,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,3,heatwave,,0,forb,0.11,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,3,heatwave,,0,graminoid,0.22,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,3,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,3,heatwave,,0,forb,0.12,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,3,heatwave,,0,graminoid,0.2,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,3,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,3,heatwave,,0,forb,0.12,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,3,heatwave,0.825969,85.900776,graminoid,0.18,0,0.0012,,0.3085714286,,0.5833333333,,0.0007,,,,,,,,,<0.0001,,,,<0.0001,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,3,heatwave,0.825969,85.900776,shrub,0.2,0.0012,0.0012,0,,0,,0.0005,,<0.0001,,,0.0007,,<0.0001,0.0005,<0.0001,,,,<0.0001,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,3,heatwave,,0,forb,0.12,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,3,heatwave,,0,graminoid,0.15,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,3,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,3,heatwave,,0,forb,0.12,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,3,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,4,control,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,4,control,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,4,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,4,control,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,4,control,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,4,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,4,control,,0,graminoid,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,4,control,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,4,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,4,control,,0,graminoid,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,4,control,,0,shrub,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,4,control,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,4,control,,0,graminoid,0.1,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,4,control,,0,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,4,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,4,control,,0,graminoid,0.12,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,4,control,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,4,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,4,control,,0,graminoid,0.15,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,4,control,,0,shrub,0.23,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,4,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,4,control,,0,graminoid,0.18,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,4,control,,0,shrub,0.25,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,4,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,4,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
